ticker,company,sector,price,signal,buy_score,quality_score,composite_score,overheat_score,ev_to_sales,ev_to_fcf,net_debt_to_ebitda,current_ratio,revenue_growth,eps_growth,roic,gross_margin,fcf_margin,change_6m,change_1y
UNH,UnitedHealth Group Incorporated,Healthcare,269.54,WATCH,10,2,12,0,0.6673390702263572,18.580338764790046,2.34275802254987,0.7883756756051071,0.11814039242726306,-0.1540920716112532,0.08231644722286849,0.1852616479767275,0.035916410280471975,-23.38478,-47.81413
MPC,Marathon Petroleum Corporation,Energy,232.53,WATCH,10,2,12,0,0.7461922584623715,20.814334130480386,2.639201857744904,1.2592743164955789,-0.04552655835925798,0.3112648221343874,0.08015701711771014,0.07726496754931526,0.03584992216347925,20.41947,56.39629
NOC,Northrop Grumman Corporation,Industrials,680.0,WATCH,4,2,6,0,2.6658950278876863,33.82067130329604,2.128799444829979,1.0875954473418816,0.022445348865547242,0.02641775272983445,0.09206882333527838,0.19814558802497975,0.07882442675311055,15.98751,37.35154
OKE,"ONEOK, Inc.",Energy,89.92,WATCH,10,2,12,0,2.6574725495554437,36.52151384102983,4.204186464620522,0.7051060487038492,0.554163970792125,0.046242774566473854,0.08617486967257826,0.2146361771090428,0.07276457819144193,22.05783,-12.10166
SAIC,Science Applications International Corporation,Technology,96.87,WATCH,7,2,9,0,0.9614639277058662,11.46494424137931,3.824242424242424,1.2006109979633401,-0.02901457414092793,0.06915629322268325,0.10839945556047519,0.12007711374277058,0.08386119526301294,-3.13969,-11.25057
GD,General Dynamics Corporation,Industrials,347.37,WATCH,10,2,12,0,1.92923483509039,25.607802622884567,1.222896506478596,1.4436770659680875,0.10130773744655881,0.1325126719768284,0.10581747783579147,0.1513035204567079,0.07533777354900095,7.33885,30.64917
FLEX,Flex Ltd.,Technology,65.04,WATCH,6,2,8,2,0.9910625350475126,22.887403724612735,1.44874715261959,1.395725865880619,-0.022790081393147834,-0.13360323886639677,0.09491284686321814,0.09070244084218372,0.043301658282094285,12.95589,73.8108
DLTR,"Dollar Tree, Inc.",Consumer Defensive,108.27,WATCH,14,2,16,0,1.310333595544978,18.15166894312424,1.8003779498525074,1.0673976336492597,0.10429217510026453,1.4427046263345196,0.10693943774591769,0.364046610824344,0.0721880505671808,12.89885,55.24806
BKR,Baker Hughes Company,Energy,62.53,WATCH,4,2,6,0,2.351833450402048,25.698738014184396,0.8000466635557629,1.356777401455646,-0.0034496388659312227,-0.12666666666666662,0.11642150286685315,0.23596437457180977,0.09151552302311326,25.386,40.20179
CCL,Carnival Corporation & plc,Consumer Cyclical,25.45,WATCH,10,2,12,0,2.303324612148304,23.52006309934791,3.7846667634674023,0.3222578673999389,0.0639862515486991,0.4000000000000001,0.10786255293542654,0.3736523797002367,0.09793020547687915,-16.2002,18.70336
ENPH,"Enphase Energy, Inc.",Energy,40.76,WATCH,11,2,13,0,4.1233596146600275,63.33246641849407,2.5350943291397696,2.0654121934793803,0.1071886817555546,0.7236842105263158,0.04578493386784763,0.4664025770798752,0.06510656931333314,7.29139,-34.42728
GS,"The Goldman Sachs Group, Inc.",Financial Services,831.27,WATCH,11,2,13,0,5.5524639810626955,-14.710419472213985,18.526878588666058,0.830265346928495,-0.013842794415583393,0.2603105288694809,0.019219773001679603,0.47479955554489717,-0.37745109794799236,4.90138,43.29771
HPE,Hewlett Packard Enterprise Company,Technology,22.325,WATCH,11,2,13,0,1.297556364853159,10.616289352766346,8.854276663146779,1.0347333415445252,0.14061460689104696,-1.022871794871795,0.009988490578544272,0.30717858440215723,0.12222315365914997,-8.72854,35.46723
ROG,Rogers Corporation,Technology,102.4,WATCH,6,2,8,0,2.054726693227092,16.307870355731225,-1.850052798310454,3.965107057890563,-0.023250210817973738,-3.4,-0.028446891488873596,0.3102589641434263,0.12599601593625498,28.46569,39.77614
HAL,Halliburton Company,Energy,37.51,WATCH,6,2,8,2,1.690245810178507,22.426084361842104,1.7949727437916414,2.039727988546886,-0.033124128312412834,-0.4664310954063604,0.10135982779023717,0.15763613415073927,0.07536963577353047,53.47791,46.52344
SO,The Southern Company,Utilities,93.75,WATCH,11,2,13,0,5.722855052111532,-51.46738055386488,4.522514269607497,0.646435338702037,0.10585990121239336,-0.01990049751243772,0.043734799290416855,0.4347590687601516,-0.11119382782891175,-0.69907849,5.4793
RIO,Rio Tinto Group,Basic Materials,85.84,WATCH,4,2,6,0,2.676024538129489,32.92505635484935,0.7422217680483841,1.4446751782789913,0.07668368183681837,-0.13623595505617975,0.09339184917709768,0.27076405890550115,0.08127623258374019,34.398,38.07303
TMO,Thermo Fisher Scientific Inc.,Healthcare,478.12,WATCH,4,2,6,0,4.682019183521859,33.149856466073416,2.7004094433313006,1.8899861742050168,0.03911005387252501,0.07177322074788911,0.07477373252133702,0.3945820989316815,0.1412379926384774,2.16239,-8.03616
OXY,Occidental Petroleum Corporation,Energy,60.31,WATCH,6,2,8,0,3.2758100877976193,19.84159367186358,1.7644979919678714,0.9362537123462028,-0.2031809291855788,-0.34749034749034746,0.035086213766683735,0.32050353925353925,0.16509813384813385,28.62017,25.85559
AIR,AAR Corp.,Industrials,103.49,WATCH,11,0,11,0,1.7064492697802938,-152.5318931626506,3.6651532349602722,2.844665095927297,0.1990598990900858,-0.7307692307692308,0.07479048037583781,0.19291683481601293,-0.011187491575684055,26.7949,47.90625
BE,Bloom Energy Corporation,Industrials,141.33,AVOID,6,0,6,6,16.780654305299326,561.0351123261423,26.825137157107232,5.980082778696828,0.37326441660515003,-1.846153846153846,0.028708547632090683,0.3088818445113968,0.02991016771788849,104.29315,513.67781
GLOB,Globant S.A.,Technology,44.85,WATCH,7,0,7,0,0.8985019265731032,10.419487432153469,0.6930592484067984,1.643578330257301,0.01622228689206268,-0.39005235602094235,0.048833569750415584,0.33827601138468444,0.0862328336613199,-22.72571,-65.40686
FCEL,"FuelCell Energy, Inc.",Industrials,6.71,WATCH,13,0,13,0,1.043451112577786,-1.4061391610946112,1.3080442315023901,7.962710227729943,0.41049834124068063,-12.999999999999998,-0.12111372394493344,-0.15946751838581935,-0.7420681689609654,-22.60669,35.82996
ELV,Elevance Health Inc.,Healthcare,289.24,WATCH,8,0,8,0,0.4398278177024482,27.593167674858222,2.4584800165665768,1.2389637721100366,0.1262089248345682,-0.024409143742735336,0.06649844020126647,0.2556283741368487,0.01593973634651601,-11.37937,-32.29876
