ticker,company,sector,price,signal,buy_score,quality_score,composite_score,overheat_score,ev_to_sales,ev_to_fcf,net_debt_to_ebitda,current_ratio,revenue_growth,eps_growth,roic,gross_margin,fcf_margin,change_6m,change_1y
FSLR,"First Solar, Inc.",Energy,192.85,BUY,14,8,22,0,3.523406474835306,15.48982354597662,-1.0699460603641158,2.6746047871835437,0.24085054545705253,0.18061309030654513,0.13680961169708386,0.4062437732020073,0.22746588845103322,-13.53957,46.69862
FTNT,"Fortinet, Inc.",Technology,79.34,BUY,7,12,19,0,8.456679935437379,25.834325136580105,-0.610814555234098,1.1720699245133095,0.14167702071929883,0.0701754385964913,0.28748888442172366,0.808429907641626,0.3273427848696982,-4.65088,-22.28426
GILD,"Gilead Sciences, Inc.",Healthcare,138.11,BUY,9,12,21,0,6.401756545071667,19.93448082496034,1.3205118262892594,1.6833996444594939,0.023961883564025874,17.0,0.2024534223512997,0.8079953807485905,0.3211398682154745,24.43463,28.01001
GSK,GSK plc,Healthcare,52.95,BUY,10,9,19,0,2.9149360302445895,18.968568784860558,1.2053353530253303,0.8185685568697115,0.018329838092809792,1.1904761904761902,0.14253627815726203,0.7248599504086694,0.15367190130712952,33.98279,37.24728
HUBS,"HubSpot, Inc.",Technology,238.18,BUY,14,7,21,0,3.885336269917927,17.960450044884894,-2.1065592891452565,1.5152265359928747,0.19170038320971342,8.777777777777779,0.0021183475011562216,0.837588091149746,0.21632733368084303,-52.99203,-62.01942
IBM,International Business Machines Corporation,Technology,240.59,BUY,10,8,18,0,4.134072703931295,22.728313257896453,3.095384081443776,0.9276217083139324,0.07620352811817761,0.7396630934150075,0.09693970742075286,0.5881098689568371,0.1818908714000148,-14.51464,-3.72549
ILMN,"Illumina, Inc.",Healthcare,125.98,BUY,10,9,19,0,4.697683555964993,21.7224089456869,0.7789979409746054,2.0750788643533125,-0.006861848124428179,1.7113133940182055,0.12012522758849647,0.6649009672961769,0.21625978811607552,36.65257,43.9278
INTU,Intuit Inc.,Technology,432.45,BUY,13,11,24,0,6.20901657154217,18.26752777248136,0.6977662969153624,1.3232700135685211,0.15634019035922628,0.3062381852551985,0.1642489982224892,0.812285671686298,0.3398936434570846,-37.56857,-30.1057
ISRG,"Intuitive Surgical, Inc.",Healthcare,471.91,BUY,10,9,19,0,16.346656959472217,66.05540542819287,-0.8461326119361784,4.874638620277141,0.20505022688904587,0.22324159021406728,0.13709516322071325,0.6599600584220096,0.24746887636988688,7.7125,-9.21491
LLY,Eli Lilly and Company,Healthcare,902.53,BUY,11,10,21,0,13.62505549440771,98.98211012817654,1.265011723014694,1.5791132054047916,0.44704913337788366,0.9557823129251701,0.3019606547698144,0.8379232574909097,0.13765169763267313,26.3004,5.88725
LNG,"Cheniere Energy, Inc.",Energy,294.58,BUY,16,5,21,0,4.582389085132259,18.858991909489053,2.4508025754965086,0.9427987742594485,0.24442190669371197,0.6987359550561798,0.10607941486826537,0.36196412283368806,0.24298165602513425,23.97105,26.97414
