ticker,company,sector,price,ev_to_sales,ev_to_fcf,net_debt_to_ebitda,current_ratio,score
AAPL,Apple Inc.,Technology,260.62,8.897185118960005,31.427500648422043,0.2954130959151256,0.9737446648641658,6
AMD,"Advanced Micro Devices, Inc.",Technology,206.68,9.697339380467103,49.87470509279881,-0.14646533973919013,2.850026441036489,6
META,"Meta Platforms, Inc.",Communication Services,653.87,8.441356610769981,36.791638782884036,0.45321052432901743,2.5987666124868536,6
MSFT,Microsoft Corporation,Technology,404.1,10.147810245766124,40.04132541466439,0.5171878673877263,1.3860236144763662,5
NFLX,"Netflix, Inc.",Communication Services,96.05,9.127851917852531,43.59177163546172,0.17944880941642724,1.185709316059751,5
GOOGL,Alphabet Inc.,Communication Services,310.31,9.419482296365885,51.79956726360113,0.22870756732227251,2.005333592875566,5
NVDA,NVIDIA Corporation,Technology,186.3101,20.973954597194567,46.84796441525301,0.005582766063423543,3.905263812455306,4
AMZN,"Amazon.com, Inc.",Consumer Cyclical,214.02,3.296953044670007,307.1689102790124,0.40024555312959276,1.0508153482718285,3
